id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,metodo_pago,canal_venta
7590,2025-03-03,278,70,1,4073868,5,PSE,WhatsApp
7591,2024-07-31,465,13,4,1099700,10,Transferencia,Marketplace
7592,2024-10-12,448,22,3,1332742,0,Efectivo,Página Web
7593,2025-12-05,138,3,2,3672960,10,Transferencia,WhatsApp
7594,2024-04-20,247,32,1,3905864,0,Transferencia,Página Web
7595,2024-04-27,227,29,4,2261412,0,Tarjeta Débito,Página Web
7596,2024-06-11,251,64,1,3846738,20,Efectivo,Marketplace
7597,2024-03-18,292,48,5,1836632,5,Transferencia,Tienda Física
7598,2026-03-07,473,63,5,2757403,0,Tarjeta Débito,Tienda Física
7599,2024-01-01,495,25,5,890972,0,Efectivo,Tienda Física
7600,2025-07-11,257,69,4,3996367,0,Efectivo,Tienda Física
7601,2024-05-28,361,4,5,714960,0,Efectivo,WhatsApp
7602,2025-10-30,226,22,1,1332742,0,Tarjeta Débito,Marketplace
7603,2025-01-30,388,23,3,3575970,10,Transferencia,WhatsApp
7604,2024-02-11,327,22,5,1332742,0,PSE,Tienda Física
7605,2025-05-16,399,32,4,3905864,0,Transferencia,Página Web
7606,2025-02-06,252,25,2,890972,20,Efectivo,WhatsApp
7607,2024-02-19,401,20,2,1796766,15,Efectivo,Marketplace
7608,2024-02-07,248,23,1,3575970,20,Tarjeta Débito,WhatsApp
7609,2025-05-03,170,19,5,3789305,20,PSE,Página Web
7610,2025-08-31,228,50,3,2758077,0,Efectivo,Marketplace
7611,2024-04-26,301,74,3,2013299,5,Tarjeta Crédito,Página Web
7612,2025-02-19,396,36,2,1076765,20,Efectivo,Marketplace
7613,2024-01-13,341,38,3,3547481,0,PSE,Página Web
7614,2025-06-28,28,74,3,2013299,0,Transferencia,Página Web
7615,2024-01-29,398,60,4,1760690,15,Efectivo,WhatsApp
7616,2025-01-02,14,78,2,895758,0,Tarjeta Crédito,Tienda Física
7617,2025-05-26,420,87,5,4184622,0,Transferencia,Página Web
7618,2024-09-29,116,6,5,4854910,0,Tarjeta Crédito,Tienda Física
7619,2026-01-29,471,81,1,3851834,10,Tarjeta Débito,Tienda Física
7620,2024-02-15,309,76,2,3281679,5,Transferencia,WhatsApp
7621,2024-12-26,129,62,3,2445468,20,Transferencia,Tienda Física
7622,2026-01-02,496,80,3,1604369,20,PSE,Marketplace
7623,2025-06-09,253,50,4,2758077,5,Tarjeta Crédito,WhatsApp
7624,2024-07-21,469,95,2,4324211,0,Tarjeta Crédito,WhatsApp
7625,2026-04-29,39,28,4,1820471,5,Tarjeta Crédito,Página Web
7626,2025-04-06,302,36,1,1076765,0,Tarjeta Crédito,Página Web
7627,2024-09-22,498,26,3,3919196,0,PSE,Marketplace
7628,2024-05-19,458,2,1,3555359,15,PSE,Página Web
7629,2025-03-07,50,24,3,4728140,5,Efectivo,Página Web
7630,2025-08-15,111,82,4,4046034,0,Tarjeta Crédito,Página Web
7631,2025-05-04,484,79,5,3804446,20,Tarjeta Crédito,Tienda Física
7632,2024-02-03,63,3,4,3672960,15,PSE,Tienda Física
7633,2024-10-16,410,63,3,2757403,0,Tarjeta Crédito,Página Web
7634,2026-05-19,418,60,2,1760690,0,Efectivo,Página Web
7635,2025-10-27,477,13,2,1099700,20,Tarjeta Crédito,WhatsApp
7636,2026-02-03,299,43,3,1138328,5,Transferencia,Página Web
7637,2024-03-06,57,54,4,4262489,10,PSE,Página Web
7638,2024-10-19,99,82,5,4046034,15,Tarjeta Crédito,Página Web
7639,2025-01-29,487,33,3,4335187,0,Tarjeta Débito,WhatsApp
7640,2025-03-23,324,46,4,165255,0,Tarjeta Crédito,Página Web
7641,2025-04-02,92,74,2,2013299,0,PSE,Tienda Física
7642,2026-02-20,415,43,1,1138328,20,Tarjeta Crédito,Marketplace
7643,2024-11-16,403,73,5,1083463,0,Transferencia,Página Web
7644,2024-08-07,441,31,2,451193,10,PSE,Tienda Física
7645,2024-11-18,245,16,1,3834068,0,Efectivo,Página Web
7646,2025-11-07,108,97,5,144092,0,Efectivo,Marketplace
7647,2025-09-09,134,51,4,1470311,0,Tarjeta Crédito,Página Web
7648,2025-04-02,194,72,1,1635665,10,Efectivo,WhatsApp
7649,2025-01-01,338,99,2,4401891,15,Tarjeta Crédito,Página Web
7650,2024-05-26,286,89,1,350966,20,Tarjeta Crédito,Marketplace
7651,2024-11-27,447,33,3,4335187,0,Efectivo,Tienda Física
7652,2026-02-02,117,28,3,1820471,20,Tarjeta Débito,WhatsApp
7653,2024-11-08,53,70,1,4073868,15,Tarjeta Débito,Página Web
7654,2024-08-17,88,94,5,3952690,15,Tarjeta Débito,WhatsApp
7655,2026-05-20,152,71,2,4354774,0,PSE,Página Web
7656,2026-02-04,366,25,4,890972,5,Tarjeta Débito,Marketplace
7657,2025-03-04,74,54,5,4262489,0,Tarjeta Crédito,Marketplace
7658,2024-06-11,55,49,2,4297587,20,Transferencia,Marketplace
7659,2025-12-31,400,2,2,3555359,15,Transferencia,Marketplace
7660,2024-04-10,427,96,4,2292397,0,PSE,Página Web
7661,2025-11-06,6,45,2,1843572,0,Transferencia,Tienda Física
7662,2024-09-03,121,45,4,1843572,20,Transferencia,WhatsApp
7663,2024-11-23,56,92,2,2217151,0,PSE,Tienda Física
7664,2025-03-10,330,83,2,1895435,0,PSE,Página Web
7665,2026-02-13,138,61,2,1040165,5,Transferencia,Marketplace
7666,2024-08-13,165,3,1,3672960,20,Efectivo,WhatsApp
7667,2024-06-03,141,90,1,3591086,0,Transferencia,Marketplace
7668,2024-07-30,367,18,1,4048802,0,Efectivo,Tienda Física
7669,2024-09-02,391,38,1,3547481,10,PSE,Tienda Física
7670,2024-06-30,87,17,1,1464736,10,PSE,Tienda Física
7671,2025-08-05,211,20,2,1796766,20,Transferencia,Página Web
7672,2024-06-09,489,71,2,4354774,0,Efectivo,WhatsApp
7673,2026-01-28,382,19,4,3789305,0,Tarjeta Débito,Página Web
7674,2024-01-22,118,74,5,2013299,10,PSE,Tienda Física
7675,2025-03-27,209,70,2,4073868,0,Tarjeta Crédito,WhatsApp
7676,2024-06-19,365,33,5,4335187,0,Transferencia,Tienda Física
7677,2025-01-16,65,44,4,2029985,15,Tarjeta Débito,Página Web
7678,2025-07-23,159,78,4,895758,5,Efectivo,Página Web
7679,2025-04-23,441,97,3,144092,0,Efectivo,WhatsApp
7680,2025-02-25,163,10,3,1728534,5,Transferencia,Marketplace
7681,2024-08-07,164,12,4,4548008,0,Efectivo,Página Web
7682,2024-01-22,30,73,5,1083463,20,Tarjeta Débito,WhatsApp
7683,2026-05-15,121,22,1,1332742,0,PSE,Marketplace
7684,2024-04-26,86,41,1,2136354,20,Efectivo,Tienda Física
7685,2026-05-25,274,20,4,1796766,15,PSE,Tienda Física
7686,2026-03-11,198,49,4,4297587,15,PSE,Marketplace
7687,2025-02-26,190,88,4,327418,0,Efectivo,Tienda Física
7688,2024-07-13,341,34,5,838602,10,Tarjeta Débito,WhatsApp
7689,2024-01-07,195,86,1,3212628,10,Efectivo,Tienda Física
7690,2026-03-26,343,60,2,1760690,0,Tarjeta Crédito,Tienda Física
7691,2024-06-25,311,91,5,635249,0,Tarjeta Crédito,Página Web
7692,2026-01-11,433,65,5,618120,0,Tarjeta Crédito,Página Web
7693,2026-03-23,455,2,5,3555359,0,PSE,Tienda Física
7694,2024-05-12,398,100,2,3105751,0,Efectivo,Página Web
7695,2025-02-19,466,77,3,1311330,5,Tarjeta Débito,Página Web
7696,2024-05-24,111,24,3,4728140,0,Efectivo,Página Web
7697,2025-03-11,94,92,2,2217151,10,Efectivo,Página Web
7698,2025-03-29,79,44,4,2029985,0,Transferencia,Marketplace
7699,2024-10-05,202,61,5,1040165,0,Tarjeta Crédito,Tienda Física
7700,2024-05-18,326,52,2,3019382,0,PSE,Tienda Física
7701,2025-07-30,297,21,5,4013212,10,Efectivo,Página Web
7702,2026-01-17,413,76,5,3281679,5,Transferencia,Tienda Física
7703,2025-10-14,202,3,4,3672960,10,Transferencia,Marketplace
7704,2024-02-05,186,79,2,3804446,0,PSE,Tienda Física
7705,2025-02-06,18,66,1,2139371,0,Efectivo,Tienda Física
7706,2026-02-12,98,35,1,3267646,10,PSE,WhatsApp
7707,2024-01-29,134,30,3,4502999,0,Tarjeta Crédito,WhatsApp
7708,2024-05-27,147,98,2,3053445,0,Efectivo,WhatsApp
7709,2025-06-20,436,67,4,1860613,20,Efectivo,Tienda Física
7710,2024-03-09,94,54,4,4262489,0,Tarjeta Débito,Tienda Física
7711,2025-12-14,270,27,4,3381540,0,Transferencia,Tienda Física
7712,2025-05-21,22,68,2,1842024,0,Transferencia,Marketplace
7713,2024-02-25,350,93,4,1694686,20,Tarjeta Crédito,Página Web
7714,2024-07-24,197,44,3,2029985,0,Transferencia,WhatsApp
7715,2024-12-28,142,26,3,3919196,10,Tarjeta Débito,Tienda Física
7716,2025-12-15,192,36,4,1076765,5,Efectivo,Marketplace
7717,2025-01-07,3,99,4,4401891,0,PSE,Tienda Física
7718,2026-02-15,373,5,5,2037450,0,Efectivo,Marketplace
7719,2025-09-09,64,58,5,1290260,0,PSE,Tienda Física
7720,2025-05-31,135,11,3,4597473,0,Efectivo,Marketplace
7721,2024-03-12,406,81,2,3851834,5,Tarjeta Crédito,Tienda Física
7722,2024-10-13,406,64,5,3846738,0,Tarjeta Crédito,Página Web
7723,2026-05-06,252,93,2,1694686,20,PSE,Tienda Física
7724,2024-11-26,49,13,5,1099700,0,Tarjeta Crédito,Marketplace
7725,2024-05-16,449,11,4,4597473,10,Tarjeta Crédito,WhatsApp
7726,2025-11-14,128,54,5,4262489,0,Transferencia,Marketplace
7727,2024-06-10,150,88,2,327418,15,Efectivo,WhatsApp
7728,2025-04-14,397,62,1,2445468,0,PSE,Página Web
7729,2025-10-30,259,52,3,3019382,20,Tarjeta Crédito,WhatsApp
7730,2024-04-01,460,97,1,144092,10,Transferencia,Marketplace
7731,2025-07-27,123,28,4,1820471,0,Transferencia,WhatsApp
7732,2026-01-17,433,25,5,890972,0,Transferencia,Marketplace
7733,2025-02-27,153,10,3,1728534,0,Efectivo,WhatsApp
7734,2024-06-10,199,69,4,3996367,0,Efectivo,Marketplace
7735,2024-05-25,160,52,1,3019382,0,Tarjeta Débito,Página Web
7736,2024-10-07,396,70,4,4073868,0,Tarjeta Débito,Tienda Física
7737,2025-10-04,135,38,5,3547481,5,Tarjeta Crédito,Tienda Física
7738,2024-11-18,469,59,4,4942713,0,Tarjeta Crédito,Página Web
7739,2025-06-24,308,3,2,3672960,0,PSE,Tienda Física
7740,2024-02-15,157,45,4,1843572,20,Tarjeta Débito,Tienda Física
7741,2025-06-17,257,27,1,3381540,0,PSE,WhatsApp
7742,2026-01-04,405,24,1,4728140,10,Efectivo,Página Web
7743,2025-02-08,197,79,3,3804446,0,Tarjeta Débito,Página Web
7744,2025-02-17,194,7,5,4560009,15,Transferencia,Marketplace
7745,2024-12-22,201,75,3,3197969,20,Tarjeta Crédito,Marketplace
7746,2024-12-04,397,87,3,4184622,0,Tarjeta Débito,Página Web
7747,2025-02-11,489,82,1,4046034,10,PSE,Tienda Física
7748,2026-05-21,411,1,3,2164957,0,Tarjeta Crédito,WhatsApp
7749,2025-05-20,331,5,3,2037450,5,Tarjeta Débito,Tienda Física
7750,2026-02-04,187,7,4,4560009,20,Transferencia,WhatsApp
7751,2024-03-18,260,70,2,4073868,15,Tarjeta Crédito,Marketplace
7752,2026-04-01,218,52,4,3019382,0,Tarjeta Débito,WhatsApp
7753,2025-11-23,179,70,1,4073868,0,Tarjeta Crédito,Tienda Física
7754,2026-03-29,317,71,1,4354774,10,PSE,Tienda Física
7755,2024-06-27,396,56,2,3584838,15,Transferencia,WhatsApp
7756,2025-09-19,456,50,4,2758077,10,Transferencia,WhatsApp
7757,2025-06-15,219,78,1,895758,10,Tarjeta Débito,Página Web
7758,2025-05-09,331,59,3,4942713,15,Tarjeta Débito,WhatsApp
7759,2025-01-10,78,5,3,2037450,10,Transferencia,Marketplace
7760,2024-02-27,251,98,2,3053445,0,PSE,Tienda Física
7761,2026-04-09,423,28,5,1820471,0,Tarjeta Débito,Página Web
7762,2024-01-06,232,88,1,327418,15,Efectivo,Marketplace
7763,2025-01-03,438,92,4,2217151,20,Tarjeta Débito,Página Web
7764,2025-01-16,36,97,3,144092,0,Tarjeta Débito,Tienda Física
7765,2024-05-21,430,32,2,3905864,0,Efectivo,Tienda Física
7766,2024-03-05,84,55,4,1282188,0,Tarjeta Débito,Página Web
7767,2024-12-14,442,100,2,3105751,0,Tarjeta Débito,Marketplace
7768,2024-10-30,474,74,2,2013299,15,Tarjeta Crédito,Marketplace
7769,2024-10-20,71,3,1,3672960,0,Efectivo,WhatsApp
7770,2025-10-22,154,72,2,1635665,0,Tarjeta Débito,Página Web
7771,2025-10-23,438,63,1,2757403,0,Transferencia,Página Web
7772,2026-01-27,205,89,4,350966,15,Efectivo,Marketplace
7773,2026-01-10,45,71,3,4354774,0,Efectivo,Marketplace
7774,2025-11-14,237,48,3,1836632,20,Efectivo,Marketplace
7775,2024-08-20,14,58,1,1290260,0,Transferencia,Tienda Física
7776,2025-01-31,403,49,1,4297587,20,PSE,WhatsApp
7777,2026-05-01,328,1,3,2164957,0,Transferencia,Tienda Física
7778,2024-07-24,103,89,4,350966,20,Tarjeta Crédito,Página Web
7779,2026-02-20,3,15,2,4265569,20,Efectivo,Tienda Física
7780,2026-05-06,345,54,1,4262489,20,Tarjeta Débito,Marketplace
7781,2026-02-06,11,39,2,4689225,0,Transferencia,Marketplace
7782,2024-03-12,166,1,3,2164957,0,Efectivo,Marketplace
7783,2026-02-01,396,12,4,4548008,20,Tarjeta Crédito,Tienda Física
7784,2025-03-01,259,72,2,1635665,0,PSE,Marketplace
7785,2026-03-07,450,94,1,3952690,5,PSE,WhatsApp
7786,2024-05-01,268,70,3,4073868,0,Efectivo,WhatsApp
7787,2024-06-13,337,56,2,3584838,0,Tarjeta Crédito,Página Web
7788,2024-10-10,416,55,5,1282188,0,Transferencia,Página Web
7789,2024-01-16,289,33,1,4335187,0,PSE,Tienda Física
7790,2025-06-16,401,73,1,1083463,20,PSE,Tienda Física
7791,2026-01-12,345,60,4,1760690,15,Tarjeta Crédito,Tienda Física
7792,2024-05-07,340,13,1,1099700,5,Tarjeta Crédito,Marketplace
7793,2024-06-04,35,89,4,350966,0,PSE,Marketplace
7794,2024-09-06,209,92,3,2217151,0,Tarjeta Débito,Marketplace
7795,2026-03-11,166,90,2,3591086,20,Transferencia,Página Web
7796,2024-03-28,320,69,2,3996367,0,Tarjeta Débito,Página Web
7797,2025-10-27,365,70,5,4073868,0,Tarjeta Crédito,Tienda Física
7798,2024-05-27,127,20,1,1796766,5,Transferencia,Página Web
7799,2025-02-25,37,59,1,4942713,15,Tarjeta Crédito,Página Web
7800,2025-02-11,269,69,4,3996367,10,PSE,Tienda Física
7801,2025-09-06,278,78,5,895758,20,PSE,WhatsApp
7802,2026-02-16,375,61,5,1040165,0,Efectivo,WhatsApp
7803,2024-10-29,441,87,3,4184622,5,PSE,WhatsApp
7804,2026-05-07,392,10,2,1728534,20,Transferencia,Tienda Física
7805,2024-08-18,362,34,1,838602,0,Tarjeta Débito,Página Web
7806,2024-05-29,73,42,5,4291328,0,Transferencia,Tienda Física
7807,2024-03-18,447,59,2,4942713,0,Tarjeta Débito,Marketplace
7808,2024-02-02,390,34,3,838602,15,PSE,Tienda Física
7809,2025-04-09,12,86,5,3212628,15,PSE,WhatsApp
7810,2024-02-25,489,80,5,1604369,10,Tarjeta Débito,Página Web
7811,2025-12-21,23,23,2,3575970,0,Tarjeta Débito,WhatsApp
7812,2026-03-17,499,31,5,451193,15,Tarjeta Débito,Tienda Física
7813,2024-03-10,248,18,1,4048802,0,Efectivo,Página Web
7814,2026-05-24,497,95,2,4324211,0,Efectivo,Página Web
7815,2024-05-21,70,83,4,1895435,0,Efectivo,Tienda Física
7816,2024-03-17,123,36,1,1076765,0,Transferencia,WhatsApp
7817,2025-11-03,442,76,3,3281679,0,PSE,WhatsApp
7818,2024-05-20,76,23,1,3575970,20,PSE,Tienda Física
7819,2025-02-10,398,64,4,3846738,5,Efectivo,WhatsApp
7820,2025-01-26,249,48,2,1836632,5,Tarjeta Crédito,Tienda Física
7821,2026-01-05,301,79,2,3804446,5,Transferencia,Tienda Física
7822,2025-04-18,211,41,3,2136354,5,PSE,Marketplace
7823,2026-04-20,378,54,1,4262489,0,PSE,Tienda Física
7824,2024-02-27,405,47,3,2140666,5,Tarjeta Débito,Marketplace
7825,2026-04-15,288,17,3,1464736,10,Efectivo,Tienda Física
7826,2024-03-03,341,87,2,4184622,20,PSE,Página Web
7827,2025-06-26,16,51,5,1470311,5,PSE,WhatsApp
7828,2025-03-20,483,86,2,3212628,20,Efectivo,Página Web
7829,2026-01-30,272,28,5,1820471,0,Tarjeta Débito,Página Web
7830,2024-09-08,495,55,1,1282188,10,Tarjeta Crédito,Tienda Física
7831,2026-05-22,277,1,5,2164957,15,Transferencia,WhatsApp
7832,2024-12-04,32,42,5,4291328,5,Efectivo,Marketplace
7833,2025-09-06,194,27,5,3381540,0,Tarjeta Débito,WhatsApp
7834,2024-10-26,239,86,3,3212628,15,PSE,Tienda Física
7835,2026-01-17,376,76,4,3281679,0,Efectivo,Marketplace
7836,2024-10-11,133,5,5,2037450,15,Transferencia,Marketplace
7837,2025-01-20,370,24,1,4728140,20,Tarjeta Débito,Página Web
7838,2025-09-10,255,64,5,3846738,0,Efectivo,Marketplace
7839,2026-02-14,263,85,3,795244,5,Efectivo,Página Web
7840,2024-08-15,449,33,2,4335187,10,Efectivo,Página Web
7841,2024-04-15,332,11,1,4597473,15,PSE,Tienda Física
7842,2025-10-29,71,79,3,3804446,0,Efectivo,Página Web
7843,2025-04-18,195,61,5,1040165,0,Transferencia,Página Web
7844,2024-10-03,314,83,1,1895435,0,Efectivo,WhatsApp
7845,2024-09-04,375,76,3,3281679,0,Tarjeta Débito,Tienda Física
7846,2026-02-28,18,96,5,2292397,0,PSE,Marketplace
7847,2025-01-15,154,80,4,1604369,0,Tarjeta Crédito,WhatsApp
7848,2024-05-31,304,4,1,714960,15,Tarjeta Crédito,WhatsApp
7849,2025-02-15,101,61,2,1040165,0,Tarjeta Crédito,Página Web
7850,2024-02-09,335,100,1,3105751,0,Tarjeta Débito,Marketplace
7851,2026-02-28,87,65,3,618120,0,Tarjeta Crédito,WhatsApp
7852,2024-04-09,241,5,5,2037450,5,Efectivo,Marketplace
7853,2026-05-17,127,44,4,2029985,0,Tarjeta Débito,WhatsApp
7854,2026-05-11,208,61,5,1040165,20,Tarjeta Débito,Tienda Física
7855,2024-03-15,80,74,5,2013299,0,Transferencia,Página Web
7856,2025-03-04,402,76,2,3281679,10,PSE,Tienda Física
7857,2025-10-01,399,52,2,3019382,10,PSE,Marketplace
7858,2024-05-25,190,91,2,635249,0,Tarjeta Crédito,Tienda Física
7859,2024-02-06,409,48,2,1836632,15,Efectivo,WhatsApp
7860,2025-10-28,223,20,2,1796766,5,PSE,Tienda Física
7861,2024-08-02,102,97,2,144092,20,Transferencia,WhatsApp
7862,2025-03-15,117,41,1,2136354,5,Efectivo,Tienda Física
7863,2024-09-03,421,53,1,548491,5,Tarjeta Débito,Página Web
7864,2024-01-01,98,2,1,3555359,10,Tarjeta Crédito,WhatsApp
7865,2025-06-05,169,50,4,2758077,0,Efectivo,Página Web
7866,2024-04-23,409,95,1,4324211,0,Transferencia,Marketplace
7867,2024-03-29,397,77,4,1311330,0,Efectivo,Página Web
7868,2025-01-08,402,36,4,1076765,20,PSE,Página Web
7869,2025-06-01,354,36,5,1076765,0,Tarjeta Crédito,WhatsApp
7870,2024-02-28,80,58,1,1290260,0,Transferencia,WhatsApp
7871,2025-03-23,192,69,1,3996367,15,Tarjeta Débito,Marketplace
7872,2025-09-25,389,66,2,2139371,0,Tarjeta Débito,Página Web
7873,2024-10-21,387,91,4,635249,15,Tarjeta Débito,Página Web
7874,2025-12-30,422,68,2,1842024,20,PSE,WhatsApp
7875,2026-03-31,331,7,4,4560009,5,Tarjeta Débito,Página Web
7876,2025-09-15,218,79,2,3804446,0,Tarjeta Crédito,Marketplace
7877,2024-01-12,370,89,1,350966,20,Efectivo,Marketplace
7878,2024-12-28,388,87,4,4184622,15,Efectivo,Tienda Física
7879,2025-10-13,213,96,3,2292397,0,Efectivo,WhatsApp
7880,2025-11-16,346,87,1,4184622,20,Tarjeta Crédito,WhatsApp
7881,2024-09-08,156,90,3,3591086,10,Efectivo,WhatsApp
7882,2025-09-21,135,34,4,838602,10,Efectivo,Marketplace
7883,2026-02-05,237,78,1,895758,5,PSE,WhatsApp
7884,2025-01-20,147,55,5,1282188,20,Transferencia,Tienda Física
7885,2024-08-23,420,82,1,4046034,0,Tarjeta Crédito,Tienda Física
7886,2024-06-25,289,46,1,165255,15,Tarjeta Débito,Página Web
7887,2024-11-14,327,49,1,4297587,0,Tarjeta Crédito,Marketplace
7888,2025-05-19,123,4,4,714960,0,Tarjeta Crédito,Tienda Física
7889,2026-02-17,395,21,4,4013212,20,Tarjeta Débito,Página Web
7890,2025-02-19,209,68,1,1842024,0,Tarjeta Crédito,Tienda Física
7891,2025-04-17,77,97,1,144092,10,PSE,Marketplace
7892,2025-01-01,63,4,1,714960,0,Transferencia,Página Web
7893,2024-05-31,124,14,1,3875208,0,Transferencia,WhatsApp
7894,2024-12-24,448,10,5,1728534,0,Tarjeta Crédito,Página Web
7895,2024-10-08,237,86,4,3212628,0,PSE,Tienda Física
7896,2024-07-02,145,87,4,4184622,0,Tarjeta Crédito,WhatsApp
7897,2025-05-16,318,76,5,3281679,0,Tarjeta Crédito,Marketplace
7898,2026-04-05,421,85,3,795244,0,Efectivo,Tienda Física
7899,2025-11-28,438,23,1,3575970,15,PSE,Tienda Física
7900,2026-03-11,12,38,5,3547481,0,Tarjeta Débito,Tienda Física
7901,2026-03-16,191,88,2,327418,10,Efectivo,Marketplace
7902,2026-03-09,278,37,4,1648323,10,Efectivo,Página Web
7903,2025-05-01,467,56,4,3584838,0,Tarjeta Crédito,Marketplace
7904,2024-06-30,65,62,2,2445468,0,Efectivo,Página Web
7905,2025-05-19,172,36,1,1076765,20,Transferencia,Marketplace
7906,2024-05-28,126,18,2,4048802,15,Transferencia,Marketplace
7907,2026-03-27,263,26,5,3919196,10,Transferencia,WhatsApp
7908,2024-09-18,428,72,5,1635665,15,Tarjeta Crédito,WhatsApp
7909,2025-06-18,268,37,1,1648323,5,Transferencia,Marketplace
7910,2025-05-05,117,55,3,1282188,0,Efectivo,Marketplace
7911,2026-01-19,381,81,4,3851834,10,Efectivo,Tienda Física
7912,2024-01-02,51,10,3,1728534,10,Transferencia,Marketplace
7913,2025-04-14,420,95,2,4324211,0,Tarjeta Crédito,Marketplace
7914,2024-12-06,333,78,3,895758,20,PSE,Página Web
7915,2026-03-27,411,95,1,4324211,15,Tarjeta Crédito,WhatsApp
7916,2024-11-08,155,39,3,4689225,20,PSE,Tienda Física
7917,2025-04-26,244,62,2,2445468,0,PSE,Página Web
7918,2024-10-07,304,87,2,4184622,5,Transferencia,Página Web
7919,2024-06-02,489,72,3,1635665,0,Transferencia,WhatsApp
7920,2026-03-31,229,84,2,2755569,10,Tarjeta Débito,WhatsApp
7921,2024-04-18,104,100,5,3105751,0,PSE,Tienda Física
7922,2025-12-18,481,55,4,1282188,0,PSE,Marketplace
7923,2025-05-19,79,67,4,1860613,0,Tarjeta Crédito,Marketplace
7924,2024-06-06,426,41,3,2136354,15,Efectivo,Página Web
7925,2025-04-01,301,97,3,144092,0,PSE,Tienda Física
7926,2024-12-07,287,61,2,1040165,15,Tarjeta Crédito,Marketplace
7927,2025-09-03,322,62,4,2445468,10,Efectivo,Tienda Física
7928,2025-10-28,36,68,3,1842024,0,PSE,Marketplace
7929,2024-03-01,203,60,5,1760690,0,Efectivo,Página Web
7930,2026-01-26,74,46,1,165255,15,Tarjeta Débito,WhatsApp
7931,2025-11-21,321,94,1,3952690,15,Tarjeta Crédito,Tienda Física
7932,2025-12-14,440,58,3,1290260,10,Efectivo,Página Web
7933,2026-02-02,182,47,2,2140666,0,Transferencia,Marketplace
7934,2024-05-12,321,58,3,1290260,0,Tarjeta Débito,Marketplace
7935,2026-05-13,18,38,1,3547481,0,Tarjeta Débito,Página Web
7936,2025-04-14,433,53,5,548491,0,Efectivo,Tienda Física
7937,2025-12-15,440,25,5,890972,0,PSE,Tienda Física
7938,2024-11-01,428,41,2,2136354,0,Tarjeta Crédito,Marketplace
7939,2025-02-14,18,55,2,1282188,5,PSE,WhatsApp
7940,2024-07-06,281,44,2,2029985,15,Transferencia,Marketplace
7941,2025-06-24,456,2,2,3555359,0,PSE,WhatsApp
7942,2025-05-08,428,31,4,451193,15,Efectivo,Marketplace
7943,2025-03-22,15,44,2,2029985,0,Transferencia,WhatsApp
7944,2025-12-24,294,86,4,3212628,20,Tarjeta Débito,Tienda Física
7945,2026-03-05,153,53,3,548491,10,Efectivo,WhatsApp
7946,2025-05-12,351,7,5,4560009,10,Tarjeta Débito,Tienda Física
7947,2025-06-06,275,14,4,3875208,0,PSE,Tienda Física
7948,2024-12-21,268,78,4,895758,0,Tarjeta Débito,Página Web
7949,2025-06-20,213,19,2,3789305,15,Tarjeta Crédito,Marketplace
7950,2024-11-21,210,26,5,3919196,0,Efectivo,Marketplace
7951,2024-07-29,152,61,5,1040165,5,Tarjeta Crédito,Página Web
7952,2024-03-16,371,80,4,1604369,0,Tarjeta Débito,Marketplace
7953,2025-06-16,152,100,4,3105751,20,Tarjeta Crédito,Página Web
7954,2024-10-11,147,60,2,1760690,0,Tarjeta Crédito,Marketplace
7955,2024-01-27,128,18,2,4048802,0,Efectivo,WhatsApp
7956,2024-02-20,225,86,1,3212628,5,Efectivo,Página Web
7957,2025-07-16,120,3,1,3672960,0,PSE,Marketplace
7958,2024-06-04,151,41,1,2136354,15,Efectivo,Página Web
7959,2024-08-16,425,59,5,4942713,0,Transferencia,WhatsApp
7960,2025-12-30,329,27,4,3381540,20,PSE,Página Web
7961,2024-07-30,295,7,1,4560009,20,PSE,Marketplace
7962,2025-04-14,76,84,2,2755569,0,Tarjeta Crédito,Tienda Física
7963,2024-06-27,332,69,2,3996367,5,Efectivo,Tienda Física
7964,2026-05-23,119,25,3,890972,0,Tarjeta Crédito,WhatsApp
7965,2025-10-09,93,17,2,1464736,15,Efectivo,Tienda Física
7966,2026-03-24,430,56,3,3584838,15,Efectivo,WhatsApp
7967,2025-12-06,361,40,4,1325409,0,Transferencia,Tienda Física
7968,2025-05-12,441,47,4,2140666,0,Transferencia,Página Web
7969,2024-10-11,144,32,2,3905864,0,Tarjeta Crédito,Página Web
7970,2025-12-31,424,1,1,2164957,0,PSE,Marketplace
7971,2024-11-10,29,47,4,2140666,10,Tarjeta Débito,Marketplace
7972,2025-01-29,249,26,3,3919196,10,Transferencia,WhatsApp
7973,2024-06-17,300,18,5,4048802,0,Tarjeta Crédito,WhatsApp
7974,2024-03-14,304,1,2,2164957,0,PSE,Marketplace
7975,2025-07-23,37,93,5,1694686,0,Efectivo,Página Web
7976,2025-04-23,60,87,4,4184622,20,Tarjeta Débito,WhatsApp
7977,2026-04-04,416,48,1,1836632,10,PSE,WhatsApp
7978,2024-02-08,499,90,4,3591086,0,Efectivo,Página Web
7979,2024-09-25,338,46,2,165255,0,PSE,Marketplace
7980,2024-05-17,375,15,5,4265569,0,PSE,WhatsApp
7981,2025-09-28,48,11,1,4597473,15,Efectivo,Página Web
7982,2026-01-12,381,73,5,1083463,5,Tarjeta Débito,WhatsApp
7983,2024-06-29,320,78,4,895758,10,Tarjeta Crédito,Tienda Física
